periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL HONOR;CONTRA EL HONOR (Sin especificar delito subgenérico);S/Art;CONTRA EL HONOR;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL HONOR;INJURIA CALUMNIA Y DIFAMACION;130;Injuria;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL HONOR;INJURIA CALUMNIA Y DIFAMACION;131;Calumnia;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL HONOR;INJURIA CALUMNIA Y DIFAMACION;132;Difamación;7;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL HONOR;INJURIA CALUMNIA Y DIFAMACION;S/Art;INJURIA  CALUMNIA Y DIFAMACIÓN;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN ECONOMICO;CONTRA EL ORDEN ECONOMICO (Sin especificar delito subgenérico);S/Art;DELITOS CONTRA EL ORDEN ECONÓMICO;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN ECONOMICO;VENTA ILICITA DE MERCADERIAS;237;Venta ilegal de mercaderías;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS FINANCIEROS;246;Instituciones financieras ilegales;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS FINANCIEROS;S/Art;DELITOS FINANCIEROS;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;252;Fabricación y falsificación de moneda de curso legal;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;254;Tráfico de moneda falsa;5;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL ORDEN FINANCIERO Y MONETARIO;DELITOS MONETARIOS;257-A;Formas agravadas;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;189-A;Hurto de ganado;38;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;189-B;Hurto de uso de ganado;9;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;189-C;Robo de ganado ;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ABIGEATO;S/Art;ABIGEATO;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;190;Apropiación ilícita común;48;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;192;Apropiación irregular;6;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;APROPIACION ILICITA;S/Art;APROPIACIÓN ILÍCITA;32;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;CONTRA EL PATRIMONIO (Sin especificar delito subgenérico);S/Art;CONTRA EL PATRIMONIO;12;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;205;Daño simple;432;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;206;Formas agravadas;97;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;206-A;Abandono y actos de crueldad contra animales domésticos y silvestres;11;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;DAÑOS;S/Art;DAÑOS;195;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;196;Estafa;329;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;197;Casos de defraudación;6;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;196-A;Estafa agravada;20;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ESTAFA Y OTRAS DEFRAUDACIONES;S/Art;ESTAFA Y OTRAS DEFRAUDACIONES;17;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;EXTORSION;200;Extorsión.;48;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;EXTORSION;201;Chantaje;7;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;EXTORSION;S/Art;EXTORSIÓN;7;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;FRAUDE EN LA ADMINISTR. DE PERS. JURID.;198;Administración fraudulenta;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;185;Hurto simple;436;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;186;Hurto agravado;963;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;187;Hurto de uso;42;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;HURTO;S/Art;HURTO;242;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;RECEPTACION;194;Receptación.;65;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;RECEPTACION;195;Formas agravadas;28;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;RECEPTACION;S/Art;RECEPTACIÓN;28;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ROBO;188;Robo.;18;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ROBO;189;Robo agravado;145;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;ROBO;S/Art;ROBO;28;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;202;Usurpación.;198;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;203;Desvío ilegal del curso de las aguas;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;204;Formas agravadas de usurpación;101;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO;USURPACION;S/Art;USURPACIÓN;121;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA EL PATRIMONIO CULTURAL;CONTRA LOS BIENES CULTURALES;226;Atentados contra monumentos arqueológicos;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;376;Abuso de autoridad;101;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;377;Omisión  rehusamiento o demora de actos funcionales (abuso de autoridad);143;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;380;Abandono de cargo (abuso de autoridad);2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;381;Nombramiento o aceptación ilegal (abuso de autoridad);7;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;382;Concusión;8;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;383;Cobro indebido (concusión);14;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;384;Colusión simple y agravada (concusión);89;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;387;Peculado doloso y culposo (peculado);103;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;388;Peculado de uso (peculado);17;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;389;Malversación (peculado);8;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;390;Retardo injustificado de pago (peculado);9;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;391;Rehusamiento a entrega de bienes depositados o puestos en custodia;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;393;Cohecho pasivo propio (corrupción de funcionarios);8;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;394;Cohecho pasivo impropio (corrupción de funcionarios);3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;395;Cohecho pasivo específico (corrupción de funcionarios);3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;397;Cohecho activo genérico (corrupción de funcionarios);2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;398;Cohecho activo específico (corrupción de funcionarios);4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;399;Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios);43;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;400;Tráfico de influencias (corrupción de funcionarios);12;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;401;Enriquecimiento ilícito (corrupción de funcionarios);1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;376-B;Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad);2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;395-A;Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios);11;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS;S/Art;DELITOS COMETIDOS POR FUNCIONARIOS PUBLICO;6;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;361;Usurpación de función pública;20;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;363;Ejercicio ilegal de profesión;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;365;Violencia contra la autoridad para obligarle a algo;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;366;Violencia contra la autoridad para impedir el ejercicio de sus funciones;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;367;Formas agravadas (Art. 365 y 366);2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;368;Resistencia o desobediencia a la autoridad;236;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;371;Negativa a colaborar con la administración de justicia;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;372;Atentado contra documentos que sirven de prueba en el proceso;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;368-A;Ingreso indebido de equipos o sistema de comunicación  fotografía y/o filmación en centros de detención o reclusión;20;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;368-C;Sabotaje de los equipos de seguridad y de comunicación en establecimientos penitenciarios;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;368-D;Posesión indebida de teléfonos celulares o  armas  municiones o materiales explosivos  inflamables  asfixiantes o tóxicos en establecimientos penitenciarios;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;368-E;Ingreso indebido de armas  municiones o materiales explosivos  inflamables  asfixiantes o tóxicos en establecimientos penitenciarios;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS COMETIDOS POR PARTICULARES;S/Art;DELITOS COMETIDOS POR PARTICULARES;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;402;Denuncia calumniosa;17;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;403;Ocultamiento de menor a las investigaciones;5;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;404;Encubrimiento personal;8;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;405;Encubrimiento real;6;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;407;Omisión de denuncia;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;408;Fuga del lugar del accidente de tránsito;16;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;409;Falsedad en juicio;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;411;Falsa declaración en procedimiento administrativo;74;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;413;Evasión mediante violencia o amenaza;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;414;Favorecimiento a la fuga;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;415;Amotinamiento de detenido o interno;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
