periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA DIGNIDAD HUMANA;EXPLOTACION;129-M;Pornografía infantil;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA DIGNIDAD HUMANA;TRATA DE PERSONAS;129-A;Trata de personas;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA DIGNIDAD HUMANA;TRATA DE PERSONAS;129-B;Formas agravadas de la Trata de Personas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;147;Sustracción de menor;111;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;148;Inducción a la fuga de menor;153;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;148-A;Participación en pandillaje pernicioso;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FAMILIA;CONTRA EL ESTADO CIVIL;145;Alteración o supresión de la filiación de menor;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;149;Omisión de prestación de alimentos;2276;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;150;Abandono de mujer gestante y en situación crítica;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;DISPOSICIONES COMUNES;438;Falsedad genérica (disposiciones comunes);83;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;427;Falsificación de documentos;200;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;428;Falsedad ideológica;112;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;428-B;Falsedad en el reporte de los volúmenes de pesca capturados;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;429;Omisión de consignar declaraciones en documentos;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;430;Supresión  destrucción u ocultamiento de documentos;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE SELLOS  TIMBRES Y MARCAS OFICIALES;434;Fabricación o falsificación de sellos o timbres oficiales;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DESAPARICION FORZADA;320;Desaparición forzada de personas;95;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DISCRIMINACION;323;Discriminación e incitación a la discriminación;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;GENOCIDIO;319;Genocidio.;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;TORTURA;321;Tortura.;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183;Exhibiciones y publicaciones obscenas;24;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183-B;Proposiciones a niños  niñas y adolescentes con fines sexuales;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;179;Favorecimiento a la prostitución;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;159;Violación de domicilio;105;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;160;Allanamiento ilegal de domicilio;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154;Violación de la intimidad;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-A;Tráfico ilegal de datos personales;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-B;Difusión de imágenes  materiales audiovisuales o audios con contenido sexual;23;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168;Atentado contra la libertad de trabajo y asociación;8;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168-A;Atentado contra las condiciones de seguridad y salud en el trabajo;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151;Coacción;579;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151-A;Acoso;243;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;152;Secuestro;97;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;170;Violación sexual;164;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;171;Violación de persona en estado de inconsciencia o en la imposibilidad de resistir;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;172;Violación de persona en incapacidad de dar su libre consentimiento;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;173;Violación sexual de menor de edad;146;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;175;Violación sexual mediante engaño;22;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176;Tocamientos  actos de connotación sexual o actos libidinosos sin consentimiento;139;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-A;Tocamientos  actos de connotación sexual o actos libidinosos en agravio de menores;181;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-B;Acoso sexual;71;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-C;Chantaje sexual;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;177;Formas agravadas;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;161;Violación de correspondencia;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;164;Publicación indebida de correspondencia;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA EL ORDEN MIGRATORIO;303-B;Formas agravadas del tráfico ilícito de migrantes;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);286;Contaminación o adulteración de bienes o insumos destinados al uso o consumo humano y alteración de la fecha de vencimiento;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);287;Contaminación o adulteración de alimentos o bebidas y alteración de la fecha de vencimiento;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);288;Producción  comercialización o tráfico ilícito de alimentos y otros productos destinados al uso o consumo humano;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);288-B;Uso de productos tóxicos o peligrosos;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);289;Propagación de enfermedad peligrosa o contagiosa;8;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);291;Ejercicio malicioso y desleal de la medicina;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);292;Violación de medidas sanitarias;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);294;Suministro infiel de productos farmacéuticos  dispositivos médicos o productos sanitarios;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);294-C;Agravantes;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);295;Formas culposas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);296;Promoción o favorecimiento al Tráfico Ilícito de Drogas y otros;108;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);296-B;Tráfico Ilícito de Insumos Químicos y Productos Fiscalizados.;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);297;Formas agravadas;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);298;Microcomercialización o microproducción;85;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);299;Posesión no punible;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);302;Inducción o instigación al consumo de droga;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;280;Atentado contra los medios de transporte colectivo o de comunicación;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;281;Atentado contra la seguridad común;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;283;Entorpecimiento al funcionamiento de servicios públicos;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273;Peligro por medio de incendio o explosión;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273-A;Producción de peligro en el servicio público de transporte de pasajeros;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;274;Conducción en estado de ebriedad o drogadicción;2699;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;275;Formas agravadas;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279;Fabricación  suministro o tenencia de materiales peligrosos;34;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-A;Producción  desarrollo y comercialización ilegal de armas químicas;12;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-B;Sustracción o arrebato de armas de fuego;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-C;Tráfico de productos pirotécnicos;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-F;Uso de armas en estado de ebriedad o drogadicción;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-G;Fabricación  comercialización  uso o porte de armas;29;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DECRETO LEY 25475 (TERRORISMO);3;Penas aplicables;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;315;Disturbios;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;315-A;Delito de grave perturbación de la tranquilidad pública;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317;Organización Criminal;22;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317-A;Marcaje o reglaje;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317-B;Banda Criminal;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;318;Ofensas a la memoria de los muertos;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;114;Autoaborto;24;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;115;Aborto consentido;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;116;Aborto sin consentimiento;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;125;Exposición o abandono peligrosos;20;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;126;Omisión de socorro y exposición a peligro;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;127;Omisión de auxilio o aviso a la autoridad;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;128;Exposición a peligro de persona dependiente;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;129;Formas agravadas (Art. 125 y 128);1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;106;Homicidio Simple;195;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
ENERO - MAYO;2023;6/06/2023;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;107;Parricidio;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/06/2023
